prompt,checkpoint,dim,cosine,max_abs_err,mean_abs_err,rmse,l2_rel_err,first_divergence,status
TEST-E,ckpt01_embed,2560,1.00000000,0.000000,0.000000,0.000000,0.000000,NO,PASS
TEST-E,ckpt02_block_00_input,2560,1.00000000,0.000000,0.000000,0.000000,0.000000,NO,PASS
TEST-E,ckpt02_block_01_input,2560,0.99842844,0.209019,0.053378,0.066444,0.056975,YES,PASS
TEST-E,ckpt02_block_02_input,2560,0.99770574,0.338637,0.074886,0.093371,0.070372,YES,PASS
TEST-E,ckpt02_block_03_input,2560,0.99810405,0.351363,0.076100,0.094811,0.064423,YES,PASS
TEST-E,ckpt02_block_04_input,2560,0.99773980,0.390968,0.094822,0.116948,0.071290,YES,PASS
TEST-E,ckpt02_block_05_input,2560,0.99771555,0.419752,0.105834,0.131577,0.072976,YES,PASS
TEST-E,ckpt02_block_06_input,2560,0.99800539,0.432193,0.106414,0.132793,0.068605,YES,PASS
TEST-E,ckpt02_block_07_input,2560,0.99792998,0.458432,0.117745,0.146944,0.071028,YES,PASS
TEST-E,ckpt02_block_08_input,2560,0.99792084,0.485347,0.129293,0.161506,0.073020,YES,PASS
TEST-E,ckpt02_block_09_input,2560,0.99810372,0.511318,0.129928,0.162491,0.069991,YES,PASS
TEST-E,ckpt02_block_10_input,2560,0.99809902,0.562168,0.139124,0.173708,0.070923,YES,PASS
TEST-E,ckpt02_block_11_input,2560,0.99811878,0.639352,0.146414,0.182574,0.071055,YES,PASS
TEST-E,ckpt02_block_12_input,2560,0.99824332,0.645623,0.146556,0.182959,0.068667,YES,PASS
TEST-E,ckpt02_block_13_input,2560,0.99824899,0.719467,0.153538,0.192707,0.069580,YES,PASS
TEST-E,ckpt02_block_14_input,2560,0.99827080,0.699398,0.160095,0.200427,0.069660,YES,PASS
TEST-E,ckpt02_block_15_input,2560,0.99836815,0.719894,0.160549,0.201170,0.067708,YES,PASS
TEST-E,ckpt02_block_16_input,2560,0.99836243,0.761605,0.167448,0.210995,0.068676,YES,PASS
TEST-E,ckpt02_block_17_input,2560,0.99833254,0.771869,0.176803,0.222363,0.070187,YES,PASS
TEST-E,ckpt02_block_18_input,2560,0.99839219,0.772843,0.177411,0.223392,0.068757,YES,PASS
TEST-E,ckpt02_block_19_input,2560,0.99838315,0.806529,0.185162,0.233100,0.069706,YES,PASS
TEST-E,ckpt02_block_20_input,2560,0.99840556,0.816416,0.190706,0.239941,0.069665,YES,PASS
TEST-E,ckpt02_block_21_input,2560,0.99848734,0.809876,0.191667,0.241281,0.067946,YES,PASS
TEST-E,ckpt02_block_22_input,2560,0.99846418,0.843830,0.200511,0.251198,0.068793,YES,PASS
TEST-E,ckpt02_block_23_input,2560,0.99846199,0.892474,0.206735,0.258807,0.069065,YES,PASS
TEST-E,ckpt03_block_00_state_norm,2560,1.00000000,0.000018,0.000004,0.000005,0.000005,YES,PASS
TEST-E,ckpt03_block_01_state_norm,2560,0.99842844,0.184003,0.045095,0.056063,0.056063,YES,PASS
TEST-E,ckpt03_block_03_state_norm,2560,0.99810405,0.234511,0.049232,0.061578,0.061578,YES,PASS
TEST-E,ckpt03_block_04_state_norm,2560,0.99773980,0.234598,0.054393,0.067234,0.067234,YES,PASS
TEST-E,ckpt03_block_12_state_norm,2560,0.99824332,0.199615,0.047357,0.059274,0.059274,YES,PASS
TEST-E,ckpt04_block_00_state_in_proj,5120,0.99997042,0.013901,0.003160,0.003951,0.007695,YES,PASS
TEST-E,ckpt04_block_01_state_in_proj,5120,0.99891289,0.086909,0.019445,0.024285,0.046620,YES,PASS
TEST-E,ckpt04_block_03_state_in_proj,5120,0.99861443,0.127406,0.021866,0.027509,0.052625,YES,PASS
TEST-E,ckpt04_block_04_state_in_proj,5120,0.99848133,0.102021,0.023041,0.028936,0.055114,YES,PASS
TEST-E,ckpt04_block_12_state_in_proj,5120,0.99865534,0.094242,0.020822,0.026123,0.051844,YES,PASS
TEST-E,ckpt05a_block_00_state_gate,2560,0.99996843,0.013000,0.003117,0.003903,0.007950,YES,PASS
TEST-E,ckpt05a_block_01_state_gate,2560,0.99879027,0.086909,0.019785,0.024575,0.049187,YES,PASS
TEST-E,ckpt05a_block_03_state_gate,2560,0.99843895,0.127406,0.022007,0.027616,0.055862,YES,PASS
TEST-E,ckpt05a_block_04_state_gate,2560,0.99830206,0.102021,0.022856,0.028752,0.058267,YES,PASS
TEST-E,ckpt05a_block_12_state_gate,2560,0.99850861,0.091555,0.020634,0.025951,0.054597,YES,PASS
TEST-E,ckpt05b_block_00_state_value,2560,0.99997209,0.013901,0.003203,0.003999,0.007473,YES,PASS
TEST-E,ckpt05b_block_01_state_value,2560,0.99901754,0.086706,0.019105,0.023991,0.044317,YES,PASS
TEST-E,ckpt05b_block_03_state_value,2560,0.99875659,0.093730,0.021725,0.027403,0.049853,YES,PASS
TEST-E,ckpt05b_block_04_state_value,2560,0.99862314,0.096382,0.023226,0.029119,0.052485,YES,PASS
TEST-E,ckpt05b_block_12_state_value,2560,0.99877295,0.094242,0.021010,0.026293,0.049527,YES,PASS
TEST-E,ckpt06_block_00_state_conv,2560,0.51274004,2.099518,0.287148,0.383661,0.997833,YES,DIVERGED
TEST-E,ckpt06_block_01_state_conv,2560,0.54651160,2.129045,0.276392,0.368759,0.945866,YES,DIVERGED
TEST-E,ckpt06_block_03_state_conv,2560,0.49385810,1.659637,0.300650,0.396847,1.013023,YES,DIVERGED
TEST-E,ckpt06_block_04_state_conv,2560,0.51922848,1.554260,0.291486,0.382534,0.981912,YES,DIVERGED
TEST-E,ckpt06_block_12_state_conv,2560,0.52053636,1.685697,0.288693,0.380159,0.985778,YES,DIVERGED
TEST-E,ckpt07_block_00_state_silu,2560,0.99997373,0.008624,0.001554,0.002120,0.007261,YES,PASS
TEST-E,ckpt07_block_01_state_silu,2560,0.99897282,0.083706,0.010001,0.013638,0.045421,YES,PASS
TEST-E,ckpt07_block_03_state_silu,2560,0.99862592,0.089092,0.010940,0.015012,0.052418,YES,PASS
TEST-E,ckpt07_block_04_state_silu,2560,0.99849666,0.070116,0.011307,0.015563,0.054828,YES,PASS
TEST-E,ckpt07_block_12_state_silu,2560,0.99845692,0.073352,0.009844,0.013728,0.055533,YES,PASS
TEST-E,ckpt08_block_00_state_gated,2560,0.44928789,2.344975,0.063004,0.144770,0.982680,YES,DIVERGED
TEST-E,ckpt08_block_01_state_gated,2560,0.36633666,2.590699,0.060544,0.140693,1.069305,YES,DIVERGED
TEST-E,ckpt08_block_03_state_gated,2560,0.58754180,1.846266,0.061257,0.124826,0.880300,YES,DIVERGED
TEST-E,ckpt08_block_04_state_gated,2560,0.59406414,1.277078,0.058754,0.110108,0.878207,YES,DIVERGED
TEST-E,ckpt08_block_12_state_gated,2560,0.50332227,1.482165,0.054231,0.099728,0.935506,YES,DIVERGED
TEST-E,ckpt09_block_00_state_out_proj,2560,0.56260381,0.218055,0.052862,0.065753,0.852959,YES,DIVERGED
TEST-E,ckpt09_block_01_state_out_proj,2560,0.47784694,0.225510,0.050595,0.062649,0.928839,YES,DIVERGED
TEST-E,ckpt09_block_03_state_out_proj,2560,0.66435844,0.187234,0.044608,0.055651,0.781084,YES,DIVERGED
TEST-E,ckpt09_block_04_state_out_proj,2560,0.66133483,0.194587,0.039465,0.049090,0.778302,YES,DIVERGED
TEST-E,ckpt09_block_12_state_out_proj,2560,0.56674673,0.150884,0.035073,0.044240,0.860394,YES,DIVERGED
TEST-E,ckpt10_block_00_state_residual,2560,0.99802622,0.218055,0.052862,0.065753,0.063447,YES,PASS
TEST-E,ckpt10_block_01_state_residual,2560,0.99712331,0.353872,0.074516,0.092845,0.078022,YES,PASS
TEST-E,ckpt10_block_03_state_residual,2560,0.99727494,0.391305,0.094427,0.116458,0.077642,YES,PASS
TEST-E,ckpt10_block_04_state_residual,2560,0.99731311,0.418914,0.105480,0.131254,0.078743,YES,PASS
TEST-E,ckpt10_block_12_state_residual,2560,0.99812452,0.713866,0.153574,0.192754,0.071841,YES,PASS
TEST-E,ckpt11_block_02_gqa_norm,2560,0.99770574,0.251413,0.054146,0.067738,0.067739,YES,PASS
TEST-E,ckpt11_block_05_gqa_norm,2560,0.99771555,0.225983,0.054448,0.067594,0.067594,YES,PASS
TEST-E,ckpt11_block_23_gqa_norm,2560,0.99846199,0.186100,0.043827,0.055462,0.055462,YES,PASS
TEST-E,ckpt12a_block_02_gqa_q,2560,0.99792971,0.119837,0.023912,0.030027,0.064412,YES,PASS
TEST-E,ckpt12a_block_05_gqa_q,2560,0.99830967,0.119168,0.022766,0.028600,0.058207,YES,PASS
TEST-E,ckpt12a_block_23_gqa_q,2560,0.99900856,0.090247,0.019755,0.024805,0.044538,YES,PASS
TEST-E,ckpt12b_block_02_gqa_k,512,0.99835233,0.097712,0.024827,0.030454,0.057453,YES,PASS
TEST-E,ckpt12b_block_05_gqa_k,512,0.99871284,0.093362,0.022406,0.028638,0.051011,YES,PASS
TEST-E,ckpt12b_block_23_gqa_k,512,0.99903375,0.069500,0.020154,0.025033,0.043953,YES,PASS
TEST-E,ckpt12c_block_02_gqa_v,512,0.99785220,0.127788,0.022574,0.028979,0.065828,YES,PASS
TEST-E,ckpt12c_block_05_gqa_v,512,0.99757920,0.101370,0.023835,0.029334,0.069707,YES,PASS
TEST-E,ckpt12c_block_23_gqa_v,512,0.99927330,0.075523,0.019300,0.023968,0.038116,YES,PASS
TEST-E,ckpt13_block_02_gqa_attention,2560,0.98969390,0.093993,0.025171,0.031097,0.144089,YES,PASS
TEST-E,ckpt13_block_05_gqa_attention,2560,0.99092148,0.096122,0.025631,0.032043,0.134703,YES,PASS
TEST-E,ckpt13_block_23_gqa_attention,2560,0.99191291,0.126510,0.030886,0.038270,0.127759,YES,PASS
TEST-E,ckpt14_block_02_gqa_out_proj,2560,0.98950318,0.052899,0.010996,0.013804,0.145053,YES,PASS
TEST-E,ckpt14_block_05_gqa_out_proj,2560,0.99114145,0.064808,0.011012,0.013818,0.132855,YES,PASS
TEST-E,ckpt14_block_23_gqa_out_proj,2560,0.99732750,0.055307,0.012875,0.016270,0.073429,YES,PASS
